date,open,high,low,close,volume
2021-12-10,28.868339,28.877669,28.271191,28.448469,13034335
2021-12-13,28.485791,28.803026,28.327174,28.46713,23841238
2021-12-14,27.991278,28.504452,27.991278,28.093913,16925642
2021-12-15,27.991278,27.991278,26.964932,27.711366,34442972
2021-12-16,28.112574,29.148251,28.103244,29.101599,38341083
2021-12-17,29.250886,29.638099,28.989634,29.045617,25354299
2021-12-20,29.012199,29.088148,28.622965,29.04068,18245718
2021-12-21,29.315992,29.353966,28.846063,29.259031,15175988
2021-12-22,29.344473,29.600798,28.936251,29.581811,19852086
2021-12-23,29.534343,29.800162,29.268525,29.71472,15213471
2021-12-27,29.657759,29.885603,29.46618,29.743201,11633515
2021-12-28,29.743201,30.05174,29.496369,29.515356,15673399
2021-12-29,29.278018,29.942565,29.278018,29.638772,13900947
2021-12-30,29.638772,30.217877,29.638772,30.170409,14496688
2021-12-31,30.388855,30.450468,30.113448,30.407747,12553707
2022-01-03,29.828642,29.933071,29.624532,29.667252,18828939
2022-01-04,29.847629,30.255851,29.724214,29.790668,15468251
2022-01-05,30.103954,30.403,29.23055,29.287512,26211095
2022-01-06,28.641952,28.841316,28.233731,28.252718,28579287
2022-01-07,28.44069,28.641952,28.115062,28.490056,19982904
2022-01-10,28.357147,28.993212,28.148289,28.964732,24142739
2022-01-11,29.069161,29.581811,28.85081,29.562824,20294692
2022-01-12,29.686239,30.103954,29.496369,30.103954,19838609
2022-01-13,29.961552,30.132435,29.648265,29.657759,15356931
2022-01-14,29.71472,29.733707,29.168843,29.401434,15586459
2022-01-18,29.325486,29.572317,28.936346,29.050174,16767040
2022-01-19,29.448901,31.271657,29.372953,31.129255,52590040
2022-01-20,31.433047,31.508995,30.692553,30.692553,26417558
2022-01-21,30.929986,30.953624,29.885603,30.046993,30274230
2022-01-24,29.980539,29.990032,28.888784,29.857123,32166127
2022-01-25,29.534343,30.208383,29.278018,30.056487,26669508
2022-01-26,29.790668,30.274838,28.841316,29.078654,38945937
2022-01-27,28.357147,29.059667,28.134049,28.17677,32087688
2022-01-28,27.844496,27.891964,27.407794,27.816016,25046371
2022-01-31,28.062847,28.708407,28.010633,28.698913,22555424
2022-02-01,29.002706,29.164096,28.509043,28.983719,16090372
2022-02-02,29.059667,29.467794,28.7179,29.078654,15417308
2022-02-03,28.907771,29.107135,28.423601,28.7179,17862630
2022-02-04,28.537523,29.173589,28.452082,28.860303,20375733
2022-02-07,29.088148,29.857123,28.87929,29.71472,24160501
2022-02-08,29.667252,30.046993,29.56757,30.046993,14835262
2022-02-09,30.151422,30.360279,29.933071,29.990032,19078658
2022-02-10,29.828642,30.263256,29.002706,29.135615,29800098
