date,open,high,low,close,volume
2021-12-10,24.085507,24.102282,23.578088,24.005823,19525626
2021-12-13,23.791934,23.863231,23.225759,23.338994,28603432
2021-12-14,23.196402,23.599099,23.162851,23.242535,28798849
2021-12-15,23.208984,23.265601,22.613452,23.1293,33858091
2021-12-16,23.330607,23.752093,23.238341,23.276086,26865904
2021-12-17,23.108331,23.213178,22.596676,22.802177,34834574
2021-12-20,22.188319,22.536671,21.946172,22.519678,36330793
2021-12-21,22.749081,23.243995,22.740584,23.161155,25159686
2021-12-22,23.186645,23.467025,22.906264,23.309842,21103076
2021-12-23,23.411799,23.64545,23.31409,23.322587,16685276
2021-12-27,23.246119,23.853611,23.050702,23.83237,21742156
2021-12-28,23.891845,24.048178,23.683683,23.815377,17940733
2021-12-29,23.777144,23.891845,23.547741,23.662442,15109066
2021-12-30,23.670939,23.857859,23.496763,23.518004,13589987
2021-12-31,23.458529,23.698552,23.420295,23.577478,13241176
2022-01-03,23.611464,24.346402,23.598719,24.308168,32527141
2022-01-04,24.639527,25.247019,24.558811,25.14931,39978797
2022-01-05,25.395706,25.676086,25.106828,25.145062,45402016
2022-01-06,25.735561,25.848138,25.344727,25.705824,37340673
2022-01-07,25.803532,26.126395,25.625108,26.058424,35584587
2022-01-10,26.117899,26.168877,25.638108,25.977708,33236482
2022-01-11,26.202862,26.908063,25.981999,26.861333,38443870
2022-01-12,27.005771,27.075866,26.716894,26.912311,30248350
2022-01-13,26.912311,27.128969,26.665916,26.776369,29776988
2022-01-14,26.801858,27.449708,26.784865,27.405101,32400471
2022-01-18,27.698227,27.838417,27.094983,27.515555,41091165
2022-01-19,27.727964,27.757702,27.099231,27.315889,32989028
2022-01-20,27.137465,27.791687,27.010019,27.065246,41990402
2022-01-21,26.759376,26.929304,26.247469,26.529973,57269777
2022-01-24,25.901241,26.801858,25.421195,26.708398,62294641
2022-01-25,26.606441,27.846914,26.11365,27.744957,59217211
2022-01-26,28.038082,28.263237,27.396605,27.698227,65362736
2022-01-27,28.186769,28.488391,27.536795,27.999849,54450687
2022-01-28,27.812928,28.152784,27.298897,27.880899,52651198
2022-01-31,27.817176,28.182521,27.375364,28.004097,31649182
2022-02-01,27.838417,29.070394,27.774694,29.002423,45222321
2022-02-02,28.853736,29.151109,28.496887,29.095883,32598533
2022-02-03,28.976933,29.036408,28.505426,28.81975,30981274
2022-02-04,29.185095,29.73736,29.117124,29.270059,40866724
2022-02-07,29.129868,29.920032,28.908962,29.6439,32582458
2022-02-08,29.554688,29.614163,28.802757,29.006671,37882124
2022-02-09,29.074642,29.473972,29.002423,29.248818,35395715
2022-02-10,29.104379,29.626907,28.874977,29.066145,37821621
2022-02-11,29.261562,29.94977,29.07889,29.911536,46517005
2022-02-14,29.728864,29.762807,28.857984,29.206336,49816495
2022-02-15,28.488391,28.968437,28.32696,28.900466,43072396
2022-02-16,29.129868,29.639652,28.955692,29.134117,36722109
2022-02-17,29.108627,29.391132,28.86236,29.087386,33811427
2022-02-18,28.675312,29.138365,28.628581,28.908962,31645770
2022-02-22,29.78409,29.78409,28.012593,28.441661,46501366
2022-02-23,28.60734,28.955692,28.441661,28.734786,33978980
