date,open,high,low,close,volume
2021-12-10,44.481784,44.588476,44.3662,44.526239,42011272
2021-12-13,44.171663,44.216755,43.71173,43.819949,50771461
2021-12-14,43.567437,43.837986,43.531364,43.720748,42023896
2021-12-15,43.432162,43.630565,42.972229,43.594492,57129094
2021-12-16,43.937187,44.108535,43.562928,43.648602,60401128
2021-12-17,43.323943,43.599001,43.22925,43.432162,55498587
2021-12-20,42.827936,42.827936,42.521313,42.782844,40091657
2021-12-21,43.134558,43.513327,43.102994,43.504309,31786877
2021-12-22,43.378052,43.729766,43.287869,43.71173,27630845
2021-12-23,43.774858,44.018352,43.648602,43.937187,22174437
2021-12-27,43.946206,44.198718,43.946206,44.13559,27012674
2021-12-28,44.153627,44.1897,43.973261,43.991297,24529840
2021-12-29,43.910132,43.928169,43.594492,43.792894,27939159
2021-12-30,43.762222,44.411888,43.762222,44.294587,34900270
2021-12-31,44.195333,44.529189,44.069009,44.078032,30439060
2022-01-03,44.285564,44.44798,44.01487,44.393842,27572713
2022-01-04,44.44798,44.44798,44.150217,44.240448,24579515
2022-01-05,44.032916,44.348726,43.509574,43.518597,46425132
2022-01-06,43.635898,43.924548,43.450924,43.717106,34288708
2022-01-07,43.933662,44.195333,43.762222,44.114124,32640999
2022-01-10,44.15924,44.285564,43.816361,44.114124,43581753
2022-01-11,44.493096,45.151785,44.357749,45.133739,57536372
2022-01-12,45.693174,45.918752,45.530847,45.882659,56499124
2022-01-13,45.693174,45.724755,45.196901,45.232993,33229013
2022-01-14,45.10667,45.291644,44.953366,45.214947,40642296
2022-01-18,44.402865,44.660024,44.348726,44.411888,45012852
2022-01-19,44.745744,44.844999,44.565281,44.601374,43998144
2022-01-20,45.350294,45.602942,44.817929,44.863045,58279461
2022-01-21,44.772813,44.835975,44.168263,44.213379,59673805
2022-01-24,43.518597,43.599805,42.580281,43.590782,87788425
2022-01-25,43.333623,43.739664,43.053906,43.509574,54804125
2022-01-26,43.753199,43.834407,42.86442,42.959163,55516742
2022-01-27,42.950139,43.017813,42.444844,42.46289,61064012
2022-01-28,42.553121,42.697492,42.101964,42.670422,48799306
2022-01-31,43.21181,44.123147,43.166695,44.069009,65614892
2022-02-01,44.231425,44.339703,43.852453,44.339703,50158023
2022-02-02,44.511142,44.536949,43.969754,44.267518,35128102
2022-02-03,43.717106,44.010358,43.644921,43.798314,38246759
2022-02-04,43.599805,44.114124,43.509574,43.906592,36644187
