time_utc,open,high,low,close,volume
2026-09-16T15:25,711.0801,711.31,710.762,710.87,238523
2026-09-16T15:30,710.9,710.96,710.3,710.46,173330
2026-09-16T15:35,710.49,710.83,710.33,710.56,201766
2026-09-16T15:40,710.5699,710.7368,710.345,710.6,125092
2026-09-16T15:45,710.59,711.85,710.4404,711.34,398786
2026-09-16T15:50,711.38,711.45,710.9501,711.03,153759
2026-09-16T15:55,710.965,711.0789,710.6301,710.6301,87375
2026-09-16T16:00,710.67,710.73,710.13,710.15,140980
2026-09-16T16:05,710.13,710.44,710.1,710.3301,106888
2026-09-16T16:10,710.34,710.38,710.01,710.3099,107861
2026-09-16T16:15,710.33,710.5995,710.29,710.49,94609
2026-09-16T16:20,710.48,710.48,709.93,709.995,113923
2026-09-16T16:25,710.0,710.38,709.966,710.35,91747
2026-09-16T16:30,710.34,710.41,709.87,709.8808,152337
2026-09-16T16:35,709.88,710.09,709.88,710.02,131485
2026-09-16T16:40,710.018,710.15,709.94,710.0,115979
2026-09-16T16:45,710.01,710.52,710.01,710.39,88967
2026-09-16T16:50,710.36,710.42,709.91,710.094,92708
2026-09-16T16:55,710.092,710.21,709.96,709.965,60775
2026-09-16T17:00,709.98,709.98,709.28,709.4635,174746
2026-09-16T17:05,709.475,709.57,709.39,709.57,85611
2026-09-16T17:10,709.57,709.82,709.4,709.75,76084
2026-09-16T17:15,709.755,709.86,709.58,709.62,75970
2026-09-16T17:20,709.63,709.81,709.38,709.45,75134
2026-09-16T17:25,709.46,709.71,709.46,709.685,79026
2026-09-16T17:30,709.7,709.83,709.47,709.5601,90807
2026-09-16T17:35,709.58,709.65,709.31,709.31,166880
2026-09-16T17:40,709.3,709.31,708.772,708.879,295237
2026-09-16T17:45,708.89,709.37,708.88,709.09,131974
2026-09-16T17:50,709.12,709.53,708.96,709.42,168443
2026-09-16T17:55,709.41,710.21,709.371,710.19,368336
2026-09-16T18:00,710.21,711.1,708.6,710.92,1121901
2026-09-16T18:05,710.94,711.65,710.5795,710.7699,652334
2026-09-16T18:10,710.75,710.95,709.69,709.89,381152
2026-09-16T18:15,709.885,710.29,709.55,709.92,308261
2026-09-16T18:20,709.84,710.23,709.45,709.61,258549
2026-09-16T18:25,709.65,709.75,708.45,709.6651,377613
2026-09-16T18:30,709.5878,709.92,707.52,707.64,619656
2026-09-16T18:35,707.62,708.33,705.895,708.08,872750
2026-09-16T18:40,707.995,710.62,707.93,709.31,728242
2026-09-16T18:45,709.29,710.07,707.7661,707.92,559437
2026-09-16T18:50,707.88,708.225,705.725,705.77,637344
2026-09-16T18:55,705.83,706.48,704.02,704.28,986709
2026-09-16T19:00,704.31,706.02,704.075,705.38,989349
2026-09-16T19:05,705.3,705.38,703.24,703.6664,797990
2026-09-16T19:10,703.66,703.83,701.35,701.9099,1258891
2026-09-16T19:15,701.855,702.67,700.7663,701.33,942059
2026-09-16T19:20,701.36,701.84,700.68,701.3694,766750
2026-09-16T19:25,701.43,701.9864,700.0,701.89,843262
2026-09-16T19:30,701.875,703.45,701.655,703.425,937441
2026-09-16T19:35,703.4,703.52,702.16,703.28,947572
2026-09-16T19:40,703.2763,703.68,702.32,702.8601,992020
2026-09-16T19:45,702.88,704.34,702.86,704.09,562940
2026-09-16T19:50,704.09,704.77,703.87,704.4,780556
2026-09-16T19:55,704.4,705.03,703.92,704.72,2229501
2026-09-17T13:30,716.05,716.37,714.06,714.11,1453029
2026-09-17T13:35,714.11,714.72,713.32,713.67,859834
2026-09-17T13:40,713.68,714.3799,713.51,714.21,634135
2026-09-17T13:45,714.23,714.85,713.8,714.74,631273
2026-09-17T13:50,714.76,715.495,714.28,715.04,583245
2026-09-17T13:55,715.03,715.38,714.75,715.37,353627
2026-09-17T14:00,715.41,715.41,714.43,714.9709,410174
2026-09-17T14:05,715.04,715.185,714.16,714.6072,262740
2026-09-17T14:10,714.615,716.02,714.345,715.85,435271
2026-09-17T14:15,715.85,716.0999,715.565,715.88,492378
2026-09-17T14:20,715.874,716.22,715.4605,716.14,279657
2026-09-17T14:25,716.16,716.61,715.945,715.96,361253
2026-09-17T14:30,715.98,716.59,715.9,716.4909,578840
2026-09-17T14:35,716.51,716.695,716.22,716.25,342267
2026-09-17T14:40,716.27,716.8,716.0001,716.04,265437
2026-09-17T14:45,716.05,716.12,715.21,715.505,276848
2026-09-17T14:50,715.5,715.61,714.95,715.1,766463
2026-09-17T14:55,715.08,715.57,714.92,715.175,379415
2026-09-17T15:00,715.23,715.395,714.9,715.06,817060
2026-09-17T15:05,715.07,715.48,714.58,715.285,257599
2026-09-17T15:10,715.2875,715.37,715.02,715.29,117376
2026-09-17T15:15,715.3,715.625,715.03,715.54,122584
2026-09-17T15:20,715.57,715.57,715.23,715.535,218595
2026-09-17T15:25,715.53,716.03,715.53,715.86,267779
2026-09-17T15:30,715.86,715.95,715.69,715.8499,117464
2026-09-17T15:35,715.86,716.17,715.8,716.17,201039
2026-09-17T15:40,716.18,716.65,716.14,716.53,233225
2026-09-17T15:45,716.52,716.7118,716.42,716.63,214096
2026-09-17T15:50,716.7,716.74,716.42,716.56,185297
2026-09-17T15:55,716.56,716.69,716.27,716.67,247471
2026-09-17T16:00,716.71,716.76,716.33,716.3395,118757
2026-09-17T16:05,716.335,716.68,716.075,716.64,134164
2026-09-17T16:10,716.66,716.71,716.4501,716.63,118594
2026-09-17T16:15,716.645,716.6941,716.46,716.58,237988
2026-09-17T16:20,716.61,716.9386,716.4,716.815,250080
2026-09-17T16:25,716.81,716.9,716.69,716.815,232481
2026-09-17T16:30,716.81,716.8839,716.105,716.276,312629
2026-09-17T16:35,716.29,716.5,716.22,716.41,334643
2026-09-17T16:40,716.405,716.7901,716.2801,716.7901,152192
2026-09-17T16:45,716.7951,716.86,716.6501,716.715,129703
2026-09-17T16:50,716.71,716.84,716.66,716.71,56447
2026-09-17T16:55,716.7,716.74,715.8,716.6974,388407
2026-09-17T17:00,716.68,717.07,716.645,716.9795,335482
2026-09-17T17:05,716.99,717.16,716.79,716.8,182800
2026-09-17T17:10,716.84,716.84,716.43,716.45,178209
2026-09-17T17:15,716.4858,716.72,716.445,716.62,121907
2026-09-17T17:20,716.59,716.72,716.24,716.2612,134294
2026-09-17T17:25,716.29,716.52,716.2201,716.32,98589
2026-09-17T17:30,716.34,716.49,716.112,716.48,138981
2026-09-17T17:35,716.47,716.58,716.26,716.27,285308
2026-09-17T17:40,716.3,716.61,716.3,716.59,169326
2026-09-17T17:45,716.57,716.76,716.54,716.62,136006
2026-09-17T17:50,716.6,716.61,716.35,716.44,130591
2026-09-17T17:55,716.45,716.72,716.41,716.68,178322
2026-09-17T18:00,716.7,716.75,716.49,716.69,138995
2026-09-17T18:05,716.69,716.825,716.275,716.32,498986
2026-09-17T18:10,716.375,716.49,716.28,716.415,375396
2026-09-17T18:15,716.41,716.6496,716.195,716.55,291969
2026-09-17T18:20,716.5501,716.6127,716.25,716.29,281281
2026-09-17T18:25,716.285,716.43,716.28,716.33,1425083
2026-09-17T18:30,716.36,716.5,716.2,716.22,849295
2026-09-17T18:35,716.22,716.255,715.93,715.95,415691
2026-09-17T18:40,715.95,716.14,715.86,716.1099,260705
2026-09-17T18:45,716.13,716.37,716.08,716.24,150774
2026-09-17T18:50,716.23,716.35,716.12,716.22,168797
2026-09-17T18:55,716.22,716.3155,716.1,716.24,260153
2026-09-17T19:00,716.3,716.6062,716.225,716.575,403513
2026-09-17T19:05,716.5799,716.95,716.5706,716.665,447501
2026-09-17T19:10,716.67,716.84,716.575,716.7,491103
2026-09-17T19:15,716.71,716.86,716.6246,716.8,347239
2026-09-17T19:20,716.81,716.86,716.5801,716.595,582337
2026-09-17T19:25,716.6,716.69,716.44,716.53,430973
2026-09-17T19:30,716.525,717.05,716.505,717.01,517875
2026-09-17T19:35,717.025,717.21,717.02,717.155,546434
2026-09-17T19:40,717.155,717.34,716.91,717.29,652237
2026-09-17T19:45,717.29,717.34,716.975,717.06,1079797
2026-09-17T19:50,717.07,718.0401,717.07,717.469,1248663
2026-09-17T19:55,717.33,717.62,716.6,716.92,3707815
2026-09-18T13:30,718.84,719.47,718.5,718.735,1346495
2026-09-18T13:35,718.73,719.41,718.45,719.34,917822
2026-09-18T13:40,719.34,719.54,718.52,718.87,639103
2026-09-18T13:45,718.875,719.35,718.28,718.37,773119
2026-09-18T13:50,718.36,718.6,717.96,718.04,428153
2026-09-18T13:55,718.0351,718.19,717.64,717.9299,438393
2026-09-18T14:00,717.91,718.08,716.62,716.68,699232
2026-09-18T14:05,716.705,717.2,716.4,717.02,618490
2026-09-18T14:10,717.015,717.39,716.4605,716.4801,623753
2026-09-18T14:15,716.49,716.67,715.895,716.6368,832688
2026-09-18T14:20,716.63,717.16,716.44,716.775,303301
2026-09-18T14:25,716.78,717.1,716.61,716.7,303442
2026-09-18T14:30,716.705,716.92,716.3318,716.6595,272767
2026-09-18T14:35,716.66,717.2535,716.301,716.85,279133
2026-09-18T14:40,716.845,716.87,716.13,716.38,269679
2026-09-18T14:45,716.38,717.07,716.2201,717.04,248682
2026-09-18T14:50,717.031,717.65,716.8942,717.55,1055086
2026-09-18T14:55,717.56,717.62,717.1761,717.43,328669
2026-09-18T15:00,717.43,717.58,716.94,717.28,332646
2026-09-18T15:05,717.27,717.73,717.19,717.21,347736
2026-09-18T15:10,717.22,717.31,716.645,716.74,302966
